sector,climate change: total (excl. biogenic CO2)
"Secondary glass for treatment, Re-processing of secondary glass into new glass",0.0
"Secondary lead for treatment, Re-processing of secondary lead into new lead",0.0
"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",0.0
"Secondary paper for treatment, Re-processing of secondary paper into new pulp",0.0
"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",0.0
"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",0.0
Secondary raw materials,0.0
"Secondary steel for treatment, Re-processing of secondary steel into new steel",0.0
Services auxiliary to financial intermediation (67),3890107200.536296
Sewage sludge for treatment: biogasification and land application,1197836198.642891
Steam and hot water supply services,7947808895.304092
Stone,1176168346.431612
Sub-Bituminous Coal,0.0
Sugar,1689305112.6936483
"Sugar cane, sugar beet",2396539929.709194
Supporting and auxiliary transport services; travel agency services (63),462473660.4914565
Textiles (17),2557077121.6043735
Textiles waste for treatment: incineration,496154077.74786025
Textiles waste for treatment: landfill,137604372.56226462
Tobacco products (16),13048558.882558038
Transmission services of electricity,1478922612.412393
Transportation services via pipelines,1760795103.4727645
Uranium and thorium ores (12),211555.0657993883
"Vegetables, fruit, nuts",3409093380.6585355
Wearing apparel; furs (18),422635057.2422296
Wheat,8043472007.59471
White Spirit & SBP,125765613.31155199
"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)",26796595865.282196
Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20),3061805331.3277802
"Wood material for treatment, Re-processing of secondary wood material into new wood material",0.0
Wood waste for treatment: incineration,542022894.6854554
Wood waste for treatment: landfill,338560323.28310317
"Wool, silk-worm cocoons",5521366.666885264
products of Vegetable oils and fats,28161991.627110176
