sector,climate change: total (excl. biogenic CO2)
"Fabricated metal products, except machinery and equipment (28)",1719760133.4953134
"Financial intermediation services, except insurance and pension funding services (65)",929392355.6293153
Fish and other fishing products; services incidental of fishing (05),571289449.7520087
Fish products,1703306963.675303
Food products nec,21807419144.706894
Food waste for treatment: biogasification and land application,13136978.333111243
Food waste for treatment: composting and land application,109881158.09561972
Food waste for treatment: incineration,224721327.6546063
Food waste for treatment: landfill,353165603.3801987
Food waste for treatment: waste water treatment,280917276.1884547
Foundry work services,2153453.0826564557
Furniture; other manufactured goods n.e.c. (36),5531483560.725719
Gas Coke,0.0
Gas Works Gas,0.0
Gas/Diesel Oil,8144454342.101509
Gasoline Type Jet Fuel,0.0
Glass and glass products,89958444.70167302
Health and social work services (85),12696511460.240728
Heavy Fuel Oil,546320040.1526668
Hotel and restaurant services (55),15490955477.368534
Inert/metal/hazardous waste for treatment: landfill,585729396.0078876
Inland water transportation services,22685362.879947476
"Insurance and pension funding services, except compulsory social security services (66)",3264741115.368411
Intert/metal waste for treatment: incineration,66502268.49112543
Iron ores,0.0
Kerosene,61565.686356564926
Kerosene Type Jet Fuel,784353545.8744334
"Lead, zinc and tin and products thereof",19891459.38808698
"Lead, zinc and tin ores and concentrates",0.0
Leather and leather products (19),1858754207.2828681
Lignite/Brown Coal,2.3509556446504316
Liquefied Petroleum Gases (LPG),305771789.38456595
Lubricants,12099.376791845203
Machinery and equipment n.e.c. (29),4868347719.035444
Manure (biogas treatment),0.0
Manure (conventional treatment),0.0
Meat animals nec,2741030392.607772
Meat products nec,1345654017.1885643
"Medical, precision and optical instruments, watches and clocks (33)",0.0
Membership organisation services n.e.c. (91),1109901538.6058547
Motor Gasoline,8362041805.404679
"Motor vehicles, trailers and semi-trailers (34)",9940602623.166113
N-fertiliser,3778215.5225120243
Naphtha,23621589.37051025
Natural Gas Liquids,0.0
"Natural gas and services related to natural gas extraction, excluding surveying",271518111.6625961
Nickel ores and concentrates,0.0
Non-specified Petroleum Products,18317092.24379841
Nuclear fuel,857141617.3315997
Office machinery and computers (30),9213254549.59522
Oil seeds,1099811470.1578648
Oil/hazardous waste for treatment: incineration,187678082.09032118
Other Bituminous Coal,0.0
Other Hydrocarbons,0.0
Other Liquid Biofuels,0.0
Other business services (74),7478279216.093526
Other land transportation services,3802148320.696824
Other non-ferrous metal ores and concentrates,0.0482454026686835
Other non-ferrous metal products,4576251.682509313
Other non-metallic mineral products,238134033.67310923
Other services (93),1047735403.5263315
Other transport equipment (35),8106321886.180842
Other waste for treatment: waste water treatment,535502255.7355458
Oxygen Steel Furnace Gas,0.0
P- and other fertiliser,243276328.48938212
Paddy rice,8275101.710645833
Paper and paper products,453736565.3374264
Paper and wood waste for treatment: composting and land application,377655.24554331996
Paper for treatment: landfill,76591706.62488133
Paper waste for treatment: biogasification and land application,1777559.7531366814
Paper waste for treatment: incineration,173792075.97201386
Paraffin Waxes,750011.8048266674
Patent Fuel,0.0
Peat,0.0
Petroleum Coke,126840.99389164327
Pigs,1296066921.5245602
Plant-based fibers,7138160.211340814
Plastic waste for treatment: incineration,45126181.65315421
Plastic waste for treatment: landfill,21475270.6508816
"Plastics, basic",3877965151.0180798
Post and telecommunication services (64),2923099317.002495
Poultry,2517180521.535297
Precious metal ores and concentrates,0.0
Precious metals,19151290.59151068
Printed matter and recorded media (22),3473157158.0254784
Private households with employed persons (95),54139097.99298956
Processed rice,3146417.6968115107
"Products of forestry, logging and related services (02)",682945821.2018274
Products of meat cattle,14365829419.644585
Products of meat pigs,2758816851.722385
Products of meat poultry,2076658027.3112063
Public administration and defence services; compulsory social security services (75),24335175080.46735
Pulp,30266456.238354
"Radio, television and communication equipment and apparatus (32)",119489.97977614313
Railway transportation services,6956761776.543817
Raw milk,79161525.90237871
Real estate services (70),8806317909.717962
"Recreational, cultural and sporting services (92)",7786142418.419386
Refinery Feedstocks,0.0
Refinery Gas,4305.988482313834
Renting services of machinery and equipment without operator and of personal and household goods (71),716143201.8792586
Research and development services (73),6461028736.38485
"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",16921512677.209444
Retail trade services of motor fuel,165849216.06133997
Rubber and plastic products (25),2524765043.156386
"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",5148835325.346979
Sand and clay,143669047.18345597
Sea and coastal water transportation services,10714178349.258396
"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",0.0
"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates",0.0
"Secondary copper for treatment, Re-processing of secondary copper into new copper",0.0
"Secondary glass for treatment, Re-processing of secondary glass into new glass",0.0
"Secondary lead for treatment, Re-processing of secondary lead into new lead",0.0
"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",0.0
"Secondary paper for treatment, Re-processing of secondary paper into new pulp",0.0
"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",0.0
"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",0.0
Secondary raw materials,0.0
"Secondary steel for treatment, Re-processing of secondary steel into new steel",0.0
Services auxiliary to financial intermediation (67),2179567.4450487276
Sewage sludge for treatment: biogasification and land application,186098001.6657293
Steam and hot water supply services,0.0
Stone,48383053.628789924
Sub-Bituminous Coal,0.0
Sugar,278304356.3320388
"Sugar cane, sugar beet",74878.53580610323
Supporting and auxiliary transport services; travel agency services (63),6467007047.919149
Textiles (17),574885849.2805398
Textiles waste for treatment: incineration,32391116.414606627
Textiles waste for treatment: landfill,13874622.963186063
Tobacco products (16),49081541.47670852
Transmission services of electricity,844267464.2420005
Transportation services via pipelines,28264166.57361942
Uranium and thorium ores (12),0.017721160577363497
"Vegetables, fruit, nuts",1817746554.946693
Wearing apparel; furs (18),1445764870.2142375
Wheat,1158048132.9352772
White Spirit & SBP,1784494.5973972564
"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)",9400650543.584541
Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20),1267406184.1542752
"Wood material for treatment, Re-processing of secondary wood material into new wood material",0.0
Wood waste for treatment: incineration,32833538.083505433
Wood waste for treatment: landfill,36923051.43089486
"Wool, silk-worm cocoons",2121171.2379250363
products of Vegetable oils and fats,12624554.745941397
