sector,climate change: total (excl. biogenic CO2)
Food products nec,8860390586.86795
Food waste for treatment: biogasification and land application,58142692.16035
Food waste for treatment: composting and land application,596521130.6402316
Food waste for treatment: incineration,568281922.4838166
Food waste for treatment: landfill,1160129782.588005
Food waste for treatment: waste water treatment,896657503.3600745
Foundry work services,2309381644.0089383
Furniture; other manufactured goods n.e.c. (36),1714704125.4709816
Gas Coke,0.0
Gas Works Gas,0.0
Gas/Diesel Oil,10117353051.709108
Gasoline Type Jet Fuel,0.0
Glass and glass products,1935170425.3075445
Health and social work services (85),450277601.9958652
Heavy Fuel Oil,1638648555.818675
Hotel and restaurant services (55),10697047435.391504
Inert/metal/hazardous waste for treatment: landfill,1139175494.8183498
Inland water transportation services,499911423.3930058
"Insurance and pension funding services, except compulsory social security services (66)",1405217954.2013955
Intert/metal waste for treatment: incineration,925943048.9301758
Iron ores,0.0
Kerosene,0.0
Kerosene Type Jet Fuel,4739185272.663257
"Lead, zinc and tin and products thereof",924753287.8522977
"Lead, zinc and tin ores and concentrates",0.0
Leather and leather products (19),2186963680.1129713
Lignite/Brown Coal,183968.9618347311
Liquefied Petroleum Gases (LPG),1382431719.8555272
Lubricants,255210525.66898316
Machinery and equipment n.e.c. (29),5181738359.449891
Manure (biogas treatment),0.0
Manure (conventional treatment),0.0
Meat animals nec,1597629028.6292675
Meat products nec,2120810913.5228946
"Medical, precision and optical instruments, watches and clocks (33)",0.0
Membership organisation services n.e.c. (91),326785232.7442036
Motor Gasoline,5396551862.386614
"Motor vehicles, trailers and semi-trailers (34)",6728699271.475636
N-fertiliser,23065151.714610804
Naphtha,1330698552.0904672
Natural Gas Liquids,0.0
"Natural gas and services related to natural gas extraction, excluding surveying",984251321.0614598
Nickel ores and concentrates,0.0
Non-specified Petroleum Products,97658227.5344
Nuclear fuel,274384113.08402073
Office machinery and computers (30),643128815.5516443
Oil seeds,4461712793.0064945
Oil/hazardous waste for treatment: incineration,716635418.6920412
Other Bituminous Coal,0.0
Other Hydrocarbons,0.0
Other Liquid Biofuels,40137427.60142784
Other business services (74),40734463565.25508
Other land transportation services,6806341682.946131
Other non-ferrous metal ores and concentrates,419.00369386611953
Other non-ferrous metal products,144501794.2877624
Other non-metallic mineral products,1705388072.4290116
Other services (93),201854562.33625308
Other transport equipment (35),7306886752.502661
Other waste for treatment: waste water treatment,1732557932.2342515
Oxygen Steel Furnace Gas,0.0
P- and other fertiliser,419515834.77887475
Paddy rice,5343623.824051119
Paper and paper products,2076727658.7343197
Paper and wood waste for treatment: composting and land application,2059871.6736505493
Paper for treatment: landfill,308616915.1647752
Paper waste for treatment: biogasification and land application,6633663.806025736
Paper waste for treatment: incineration,568748823.9725598
Paraffin Waxes,28362649.231629044
Patent Fuel,0.0
Peat,0.0
Petroleum Coke,23670058.433682166
Pigs,3269836936.968919
Plant-based fibers,85471576.83985436
Plastic waste for treatment: incineration,252550543.80624634
Plastic waste for treatment: landfill,89380345.76219536
"Plastics, basic",27111248817.15685
Post and telecommunication services (64),3099827320.611969
Poultry,1610472944.4625304
Precious metal ores and concentrates,0.0
Precious metals,843032351.2886944
Printed matter and recorded media (22),1892452134.4674935
Private households with employed persons (95),4594933.525782921
Processed rice,8901543.906574078
"Products of forestry, logging and related services (02)",691678211.6272937
Products of meat cattle,9099889745.239344
Products of meat pigs,1513849203.568874
Products of meat poultry,538166111.8412662
Public administration and defence services; compulsory social security services (75),71137933.73885
Pulp,674749761.6595244
"Radio, television and communication equipment and apparatus (32)",138699870.53757098
Railway transportation services,3220667659.315353
Raw milk,28269386523.508087
Real estate services (70),2126386674.1676054
"Recreational, cultural and sporting services (92)",3268398939.7141023
Refinery Feedstocks,102381983.1151204
Refinery Gas,47830033.27944559
Renting services of machinery and equipment without operator and of personal and household goods (71),7066742113.738985
Research and development services (73),721556996.0456189
"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",1743232362.2328012
Retail trade services of motor fuel,186180352.15653098
Rubber and plastic products (25),11779962895.90385
"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",1118843823.653366
Sand and clay,2850472579.984642
Sea and coastal water transportation services,16764368653.55204
"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",0.0
"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates",0.0
"Secondary copper for treatment, Re-processing of secondary copper into new copper",0.0
"Secondary glass for treatment, Re-processing of secondary glass into new glass",0.0
"Secondary lead for treatment, Re-processing of secondary lead into new lead",0.0
"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",0.0
"Secondary paper for treatment, Re-processing of secondary paper into new pulp",0.0
"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",0.0
"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",0.0
Secondary raw materials,0.0
"Secondary steel for treatment, Re-processing of secondary steel into new steel",0.0
Services auxiliary to financial intermediation (67),3491559967.835197
Sewage sludge for treatment: biogasification and land application,736833981.1976932
Steam and hot water supply services,7374762943.461618
Stone,2733526987.4059606
Sub-Bituminous Coal,0.0
Sugar,1777242991.4437478
"Sugar cane, sugar beet",2173904809.810439
Supporting and auxiliary transport services; travel agency services (63),19395857990.009953
Textiles (17),1640031659.6889846
Textiles waste for treatment: incineration,122529066.26909855
Textiles waste for treatment: landfill,58191465.16711622
Tobacco products (16),8229209.875223419
Transmission services of electricity,1277678355.3072658
Transportation services via pipelines,1004641149.4364036
Uranium and thorium ores (12),354437.6612547343
"Vegetables, fruit, nuts",2257199911.3630505
Wearing apparel; furs (18),276333044.115586
Wheat,8020970627.604821
White Spirit & SBP,246524516.01091382
"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)",16442576700.942904
Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20),7520431263.89034
"Wood material for treatment, Re-processing of secondary wood material into new wood material",0.0
Wood waste for treatment: incineration,178055445.825862
Wood waste for treatment: landfill,166117578.0146559
"Wool, silk-worm cocoons",2465862.3046921077
products of Vegetable oils and fats,83470004.89789724
