sector,climate change: total (excl. biogenic CO2)
Fish and other fishing products; services incidental of fishing (05),3617664607.0459304
Fish products,4625401758.16776
Food products nec,30880494455.672993
Food waste for treatment: biogasification and land application,315.0400406729696
Food waste for treatment: composting and land application,1698479.8231714421
Food waste for treatment: incineration,1212658.3722178556
Food waste for treatment: landfill,826700.652563591
Food waste for treatment: waste water treatment,464843.91322405735
Foundry work services,0.0
Furniture; other manufactured goods n.e.c. (36),65511626117.73417
Gas Coke,0.0
Gas Works Gas,76067.8072994759
Gas/Diesel Oil,11397382901.258528
Gasoline Type Jet Fuel,0.0
Glass and glass products,729383932.8479248
Health and social work services (85),5493534024.128527
Heavy Fuel Oil,2806325051.1771255
Hotel and restaurant services (55),49120146301.51399
Inert/metal/hazardous waste for treatment: landfill,819566.1456047246
Inland water transportation services,284714192.6354351
"Insurance and pension funding services, except compulsory social security services (66)",1509797734.910065
Intert/metal waste for treatment: incineration,3777620.0915335
Iron ores,4.387281943710499
Kerosene,176348181.49945116
Kerosene Type Jet Fuel,1672776490.2084055
"Lead, zinc and tin and products thereof",1547310734.6070592
"Lead, zinc and tin ores and concentrates",3939755.0992522608
Leather and leather products (19),28466211708.22046
Lignite/Brown Coal,1367824.784182735
Liquefied Petroleum Gases (LPG),6184751256.911095
Lubricants,3588881.960260384
Machinery and equipment n.e.c. (29),165945747.44663182
Manure (biogas treatment),0.0
Manure (conventional treatment),0.0
Meat animals nec,4950371971.937314
Meat products nec,4197461246.3244643
"Medical, precision and optical instruments, watches and clocks (33)",1474382857.9343174
Membership organisation services n.e.c. (91),636165635.7628975
Motor Gasoline,12957231252.47836
"Motor vehicles, trailers and semi-trailers (34)",55798681072.18325
N-fertiliser,65983231.81489031
Naphtha,281244085.53302604
Natural Gas Liquids,1911853785.0184999
"Natural gas and services related to natural gas extraction, excluding surveying",133123293726.75891
Nickel ores and concentrates,22932.48943660654
Non-specified Petroleum Products,73147700.5254219
Nuclear fuel,22823309.570650835
Office machinery and computers (30),28969518481.39918
Oil seeds,3513570400.4977665
Oil/hazardous waste for treatment: incineration,754948.6409646343
Other Bituminous Coal,13189854275.33776
Other Hydrocarbons,356716.6216055716
Other Liquid Biofuels,3140.3607527872714
Other business services (74),3047305824.2994
Other land transportation services,10851145238.94605
Other non-ferrous metal ores and concentrates,3036.1916522860206
Other non-ferrous metal products,277254182.27210724
Other non-metallic mineral products,7960441142.539931
Other services (93),3039685182.699972
Other transport equipment (35),22148633242.091557
Other waste for treatment: waste water treatment,893070.7761245236
Oxygen Steel Furnace Gas,24890.546903384708
P- and other fertiliser,3319622002.8821907
Paddy rice,138288175.44494295
Paper and paper products,3085976204.6913323
Paper and wood waste for treatment: composting and land application,0.0
Paper for treatment: landfill,489430.02338767704
Paper waste for treatment: biogasification and land application,3.315145204659528
Paper waste for treatment: incineration,1445868.2858396287
Paraffin Waxes,43453521.59779474
Patent Fuel,11384826.905338453
Peat,20777815.065933894
Petroleum Coke,58805909.11030472
Pigs,407244.86525745364
Plant-based fibers,262663058.7379491
Plastic waste for treatment: incineration,423704.61775252776
Plastic waste for treatment: landfill,158267.9950039829
"Plastics, basic",12347819549.489408
Post and telecommunication services (64),1922024834.9295845
Poultry,164015295.2816334
Precious metal ores and concentrates,549804.6417388981
Precious metals,119117509.48467569
Printed matter and recorded media (22),798002558.3778533
Private households with employed persons (95),4854935746.6788845
Processed rice,2110592191.7653136
"Products of forestry, logging and related services (02)",335809000.6202005
Products of meat cattle,14743263861.956627
Products of meat pigs,149394831.70961282
Products of meat poultry,1112542408.1096597
Public administration and defence services; compulsory social security services (75),7552456730.296294
Pulp,222414058.1656452
"Radio, television and communication equipment and apparatus (32)",2241902977.2669964
Railway transportation services,2193104429.9689364
Raw milk,0.0
Real estate services (70),5282673605.608166
"Recreational, cultural and sporting services (92)",1848137020.7774274
Refinery Feedstocks,1071.951754445466
Refinery Gas,12202.175216727665
Renting services of machinery and equipment without operator and of personal and household goods (71),3379827.518274418
Research and development services (73),2685552191.2609744
"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",5411334886.398539
Retail trade services of motor fuel,135474948.112447
Rubber and plastic products (25),17682622222.757915
"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",1499113518.0954075
Sand and clay,2127465.1855828473
Sea and coastal water transportation services,40573866331.41595
"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",0.0
"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates",0.0
"Secondary copper for treatment, Re-processing of secondary copper into new copper",0.0
"Secondary glass for treatment, Re-processing of secondary glass into new glass",0.0
"Secondary lead for treatment, Re-processing of secondary lead into new lead",0.0
"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",0.0
"Secondary paper for treatment, Re-processing of secondary paper into new pulp",0.0
"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",0.0
"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",0.0
Secondary raw materials,0.0
"Secondary steel for treatment, Re-processing of secondary steel into new steel",0.0
Services auxiliary to financial intermediation (67),201355049.38860995
Sewage sludge for treatment: biogasification and land application,340620.07262268703
Steam and hot water supply services,0.0
Stone,3892362.3423561556
Sub-Bituminous Coal,51382893.537803836
Sugar,593319133.50268
"Sugar cane, sugar beet",406358.4762007827
Supporting and auxiliary transport services; travel agency services (63),1416506304.7265868
Textiles (17),21304556966.350925
Textiles waste for treatment: incineration,138011.17414111193
Textiles waste for treatment: landfill,56271.81572792693
Tobacco products (16),566787156.0495446
Transmission services of electricity,0.0
Transportation services via pipelines,6542683.915568266
Uranium and thorium ores (12),0.0
"Vegetables, fruit, nuts",19787961273.916656
Wearing apparel; furs (18),40535856853.702934
Wheat,1283749695.5887873
White Spirit & SBP,3468720.6500092666
"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)",104867923.67922674
Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20),2189376432.640576
"Wood material for treatment, Re-processing of secondary wood material into new wood material",0.0
Wood waste for treatment: incineration,343697.51587768464
Wood waste for treatment: landfill,90652.2493113566
"Wool, silk-worm cocoons",267959452.02888933
products of Vegetable oils and fats,2098532585.4302313
