sector,climate change: total (excl. biogenic CO2)
P- and other fertiliser,277390978.62418884
Paddy rice,16266267.802800255
Paper and paper products,1987781094.013171
Paper and wood waste for treatment: composting and land application,2624446.892047716
Paper for treatment: landfill,338082521.2614728
Paper waste for treatment: biogasification and land application,7829804.156358668
Paper waste for treatment: incineration,623663403.7341561
Paraffin Waxes,20278998.787187047
Patent Fuel,0.0
Peat,0.0
Petroleum Coke,19103358.897769816
Pigs,2238520231.3780537
Plant-based fibers,68817019.44609022
Plastic waste for treatment: incineration,268924461.9357811
Plastic waste for treatment: landfill,103310807.8652288
"Plastics, basic",8536114366.165363
Post and telecommunication services (64),3842372803.036089
Poultry,2294311402.6310005
Precious metal ores and concentrates,0.0
Precious metals,2478191540.4347315
Printed matter and recorded media (22),1322925405.5566063
Private households with employed persons (95),9353696.322021855
Processed rice,20728266.15800231
"Products of forestry, logging and related services (02)",1113716468.381283
Products of meat cattle,9379864304.080166
Products of meat pigs,1128789593.8262
Products of meat poultry,567710938.8676358
Public administration and defence services; compulsory social security services (75),83692768.00148311
Pulp,1305852381.3814907
"Radio, television and communication equipment and apparatus (32)",838336774.2053
Railway transportation services,5226502227.051684
Raw milk,30864719459.58395
Real estate services (70),1710554597.825423
"Recreational, cultural and sporting services (92)",4017094676.682964
Refinery Feedstocks,73410671.61512282
Refinery Gas,24329074.201741837
Renting services of machinery and equipment without operator and of personal and household goods (71),7178876872.353912
Research and development services (73),506550301.75024664
"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",1694662747.7870066
Retail trade services of motor fuel,346355688.44096035
Rubber and plastic products (25),6041496565.15666
"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",773376673.3783852
Sand and clay,2236596031.2901154
Sea and coastal water transportation services,22379029762.602184
"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",0.0
"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates",0.0
"Secondary copper for treatment, Re-processing of secondary copper into new copper",0.0
"Secondary glass for treatment, Re-processing of secondary glass into new glass",0.0
"Secondary lead for treatment, Re-processing of secondary lead into new lead",0.0
"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",0.0
"Secondary paper for treatment, Re-processing of secondary paper into new pulp",0.0
"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",0.0
"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",0.0
Secondary raw materials,0.0
"Secondary steel for treatment, Re-processing of secondary steel into new steel",0.0
Services auxiliary to financial intermediation (67),3567860334.6817465
Sewage sludge for treatment: biogasification and land application,617004534.2183439
Steam and hot water supply services,10885332748.862724
Stone,2199754347.166189
Sub-Bituminous Coal,0.0
Sugar,1411355837.884426
"Sugar cane, sugar beet",1930053638.6732244
Supporting and auxiliary transport services; travel agency services (63),13477348881.106556
Textiles (17),978606243.3446499
Textiles waste for treatment: incineration,146051749.84269086
Textiles waste for treatment: landfill,67423953.70604339
Tobacco products (16),26571381.050333835
Transmission services of electricity,1589877252.0073774
Transportation services via pipelines,1572713724.3819015
Uranium and thorium ores (12),1182277.135668942
"Vegetables, fruit, nuts",2684764642.1069713
Wearing apparel; furs (18),187209279.6487018
Wheat,9854372526.93249
White Spirit & SBP,207491350.66174406
"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)",23085519018.849113
Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20),8134269312.80764
"Wood material for treatment, Re-processing of secondary wood material into new wood material",0.0
Wood waste for treatment: incineration,191593063.370809
Wood waste for treatment: landfill,182726143.12117156
"Wool, silk-worm cocoons",6623446.502799979
products of Vegetable oils and fats,67325137.91144322
