sector,climate change: total (excl. biogenic CO2)
"Lead, zinc and tin ores and concentrates",29030239.348318443
Leather and leather products (19),4821955069.542406
Lignite/Brown Coal,0.004402707902545292
Liquefied Petroleum Gases (LPG),613260994.2341399
Lubricants,0.0009933702465501695
Machinery and equipment n.e.c. (29),4659773121.403472
Manure (biogas treatment),0.0
Manure (conventional treatment),0.0
Meat animals nec,462593816.6321453
Meat products nec,699909080.1079253
"Medical, precision and optical instruments, watches and clocks (33)",560215228.7131544
Membership organisation services n.e.c. (91),3736739.521346504
Motor Gasoline,5718718092.703325
"Motor vehicles, trailers and semi-trailers (34)",19021241301.18852
N-fertiliser,6711642.015171973
Naphtha,29775303.514087815
Natural Gas Liquids,0.0
"Natural gas and services related to natural gas extraction, excluding surveying",158417468.7538273
Nickel ores and concentrates,0.0
Non-specified Petroleum Products,2388845.3495278973
Nuclear fuel,224785228.6505362
Office machinery and computers (30),5442900411.181024
Oil seeds,436793991.08476275
Oil/hazardous waste for treatment: incineration,0.0
Other Bituminous Coal,4205.636793982328
Other Hydrocarbons,309548.4398746192
Other Liquid Biofuels,0.0
Other business services (74),677682944.1471786
Other land transportation services,1101222659.8101907
Other non-ferrous metal ores and concentrates,145.83314212205045
Other non-ferrous metal products,10480913.972372875
Other non-metallic mineral products,815670059.4918252
Other services (93),130910312.09353197
Other transport equipment (35),2476404276.9035873
Other waste for treatment: waste water treatment,0.0
Oxygen Steel Furnace Gas,0.0
P- and other fertiliser,353711576.7332675
Paddy rice,16717120.317420444
Paper and paper products,1057984187.5373247
Paper and wood waste for treatment: composting and land application,0.0
Paper for treatment: landfill,0.0
Paper waste for treatment: biogasification and land application,0.0
Paper waste for treatment: incineration,0.0
Paraffin Waxes,0.001027212690739092
Patent Fuel,163.59183352245194
Peat,51651.22186169566
Petroleum Coke,12701979.663942683
Pigs,4237199.384402415
Plant-based fibers,9672362.946807107
Plastic waste for treatment: incineration,0.0
Plastic waste for treatment: landfill,0.0
"Plastics, basic",4353671937.659962
Post and telecommunication services (64),408454767.14538366
Poultry,40408151.670670375
Precious metal ores and concentrates,19.31413181954675
Precious metals,3643263.812928179
Printed matter and recorded media (22),301879060.7190278
Private households with employed persons (95),14381.730903112768
Processed rice,92399841.75949055
"Products of forestry, logging and related services (02)",29574933.517754357
Products of meat cattle,1329316667.6921356
Products of meat pigs,452128041.736836
Products of meat poultry,708993713.4189935
Public administration and defence services; compulsory social security services (75),19779382.02185832
Pulp,4110032.8122006045
"Radio, television and communication equipment and apparatus (32)",15770286.37371298
Railway transportation services,188004900.55751923
Raw milk,0.0
Real estate services (70),16519195.668554822
"Recreational, cultural and sporting services (92)",235187642.44308174
Refinery Feedstocks,0.0
Refinery Gas,0.0
Renting services of machinery and equipment without operator and of personal and household goods (71),5570276.666767722
Research and development services (73),2841556914.0569625
"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",2485561.1677312627
Retail trade services of motor fuel,1444052.8749752187
Rubber and plastic products (25),2830733213.2692246
"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",3491309.1770511833
Sand and clay,24224433.64041627
Sea and coastal water transportation services,29143207035.928654
"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",0.0
"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates",0.0
"Secondary copper for treatment, Re-processing of secondary copper into new copper",0.0
"Secondary glass for treatment, Re-processing of secondary glass into new glass",0.0
"Secondary lead for treatment, Re-processing of secondary lead into new lead",0.0
"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",0.0
"Secondary paper for treatment, Re-processing of secondary paper into new pulp",0.0
"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",0.0
"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",0.0
Secondary raw materials,0.0
"Secondary steel for treatment, Re-processing of secondary steel into new steel",0.0
Services auxiliary to financial intermediation (67),2866939.9570019245
Sewage sludge for treatment: biogasification and land application,0.0
Steam and hot water supply services,0.0
Stone,545942.8018950339
Sub-Bituminous Coal,290341.0978978758
Sugar,87177602.7130598
"Sugar cane, sugar beet",0.0013484834823331046
Supporting and auxiliary transport services; travel agency services (63),127950698.77430949
Textiles (17),1401607216.2200549
Textiles waste for treatment: incineration,0.0
Textiles waste for treatment: landfill,0.0
Tobacco products (16),308429115.76151067
Transmission services of electricity,0.0
Transportation services via pipelines,110578.19129373296
Uranium and thorium ores (12),0.0
"Vegetables, fruit, nuts",4184949559.9931145
Wearing apparel; furs (18),7489918378.940513
Wheat,85069166.05399959
White Spirit & SBP,0.0
"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)",0.0
Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20),183517181.73706067
"Wood material for treatment, Re-processing of secondary wood material into new wood material",0.0
Wood waste for treatment: incineration,0.0
Wood waste for treatment: landfill,0.0
"Wool, silk-worm cocoons",0.10255455977460526
products of Vegetable oils and fats,175603712.091091
