sector,climate change: total (excl. biogenic CO2)
Private households with employed persons (95),268543529.44979066
Processed rice,1076394975.6632714
"Products of forestry, logging and related services (02)",15389805362.726212
Products of meat cattle,20472252218.009968
Products of meat pigs,14069277487.448856
Products of meat poultry,2455868720.6462326
Public administration and defence services; compulsory social security services (75),15052834332.592953
Pulp,50930424467.75987
"Radio, television and communication equipment and apparatus (32)",5170842267.698106
Railway transportation services,42578012474.71172
Raw milk,169865109044.36902
Real estate services (70),30806404011.84777
"Recreational, cultural and sporting services (92)",8902096286.012316
Refinery Feedstocks,4088147625.6808124
Refinery Gas,782192877.1945008
Renting services of machinery and equipment without operator and of personal and household goods (71),46620796021.79172
Research and development services (73),34651633290.356285
"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",21936303627.813988
Retail trade services of motor fuel,2923787392.3614635
Rubber and plastic products (25),135409214776.13171
"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",9251360313.405863
Sand and clay,30041368468.513763
Sea and coastal water transportation services,314545824977.2545
"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",0.0
"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates",0.0
"Secondary copper for treatment, Re-processing of secondary copper into new copper",0.0
"Secondary glass for treatment, Re-processing of secondary glass into new glass",0.0
"Secondary lead for treatment, Re-processing of secondary lead into new lead",0.0
"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",0.0
"Secondary paper for treatment, Re-processing of secondary paper into new pulp",0.0
"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",0.0
"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",0.0
Secondary raw materials,6901364417.818079
"Secondary steel for treatment, Re-processing of secondary steel into new steel",0.0
Services auxiliary to financial intermediation (67),20913183140.021313
Sewage sludge for treatment: biogasification and land application,6801523887.899078
Steam and hot water supply services,97085066839.82297
Stone,10991941785.674007
Sub-Bituminous Coal,454382775.9190838
Sugar,5964180381.815346
"Sugar cane, sugar beet",6712635431.012712
Supporting and auxiliary transport services; travel agency services (63),51113657213.605385
Textiles (17),30609356032.368214
Textiles waste for treatment: incineration,2397431642.469492
Textiles waste for treatment: landfill,1405587412.5813446
Tobacco products (16),1185669276.296063
Transmission services of electricity,25272139907.744778
Transportation services via pipelines,23551625460.974506
Uranium and thorium ores (12),93078997.31349929
"Vegetables, fruit, nuts",26971808724.369972
Wearing apparel; furs (18),7175721324.360887
Wheat,37536535325.864685
White Spirit & SBP,1567683997.7822447
"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)",146591967717.99915
Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20),47391487014.05051
"Wood material for treatment, Re-processing of secondary wood material into new wood material",0.0
Wood waste for treatment: incineration,3787427872.135543
Wood waste for treatment: landfill,2658201981.8330007
"Wool, silk-worm cocoons",143226217.2516606
products of Vegetable oils and fats,10704691396.233398
