Member,HS_Code,Label_EN,Explanatory_EN
http://data.europa.eu/xsp/cn2024/490300000080,4903.00,"4903 00 00 Children's picture, drawing or colouring books","Children's picture, drawing or colouring books"
http://data.europa.eu/xsp/cn2024/490400000080,4904.00,"4904 00 00 Music, printed or in manuscript, whether or not bound or illustrated","Music, printed or in manuscript, whether or not bound or illustrated"
http://data.europa.eu/xsp/cn2024/490520000080,4905.20,4905 20 00 - In book form,"Maps and hydrographic or similar charts of all kinds, incl. atlases and topographical plans, printed and in book form"
http://data.europa.eu/xsp/cn2024/490590000080,4905.90,4905 90 00 - Other,"Maps and hydrographic or similar charts of all kinds, incl. atlases, wall maps, topographical plans and globes, printed (excl. maps, plans and globes, in relief or in book form)"
http://data.europa.eu/xsp/cn2024/490600000080,4906.00,"4906 00 00 Plans and drawings for architectural, engineering, industrial, commercial, topographical or similar purposes, being originals drawn by hand; handwritten texts; photographic reproductions on sensitised paper and carbon copies of the foregoing","Plans and drawings for architectural, engineering, industrial, commercial, topographical or similar purposes, being originals drawn by hand; handwritten texts; photographic reproductions on sensitised paper and carbon copies of the foregoing"
http://data.europa.eu/xsp/cn2024/490700000080,4907.00,"4907 00 Unused postage, revenue or similar stamps of current or new issue in the country in which they have, or will have, a recognised face value; stamp-impressed paper; banknotes; cheque forms; stock, share or bond certificates and similar documents of title","Unused postage, revenue or similar stamps of current or new issue in the country in which they have, or will have, a recognised face value; stamp-impressed paper; banknotes; cheque forms; stock, share or bond certificates and similar documents of title"
http://data.europa.eu/xsp/cn2024/490810000080,4908.10,"4908 10 00 - Transfers (decalcomanias), vitrifiable","Transfers ""decalcomanias"", vitrifiable"
http://data.europa.eu/xsp/cn2024/490890000080,4908.90,4908 90 00 - Other,"Transfers ""decalcomanias"" (excl. vitrifiable)"
http://data.europa.eu/xsp/cn2024/490900000080,4909.00,"4909 00 00 Printed or illustrated postcards; printed cards bearing personal greetings, messages or announcements, whether or not illustrated, with or without envelopes or trimmings","Printed or illustrated postcards; printed cards bearing personal greetings, messages or announcements, whether or not illustrated, with or without envelopes or trimmings"
http://data.europa.eu/xsp/cn2024/491000000080,4910.00,"4910 00 00 Calendars of any kind, printed, including calendar blocks","Calendars of any kinds, printed, incl. calendars blocks"
http://data.europa.eu/xsp/cn2024/491110000080,4911.10,"4911 10 - Trade advertising material, commercial catalogues and the like","Trade advertising material, commercial catalogues and the like"
http://data.europa.eu/xsp/cn2024/491191000080,4911.91,"4911 91 00 -- Pictures, designs and photographs","Pictures, prints and photographs, n.e.s."
http://data.europa.eu/xsp/cn2024/491199000080,4911.99,4911 99 00 -- Other,"Printed matter, n.e.s."
http://data.europa.eu/xsp/cn2024/500100000080,5001.00,5001 00 00 Silkworm cocoons suitable for reeling,Silkworm cocoons suitable for reeling
http://data.europa.eu/xsp/cn2024/500200000080,5002.00,5002 00 00 Raw silk (not thrown),"Raw silk ""non-thrown"""
http://data.europa.eu/xsp/cn2024/500300000080,5003.00,"5003 00 00 Silk waste (including cocoons unsuitable for reeling, yarn waste and garnetted stock)","Silk waste, incl. cocoons unsuitable for reeling, yarn waste and garnetted stock"
http://data.europa.eu/xsp/cn2024/500400000080,5004.00,5004 00 Silk yarn (other than yarn spun from silk waste) not put up for retail sale,Silk yarn (excl. that spun from silk waste and that put up for retail sale)
http://data.europa.eu/xsp/cn2024/500500000080,5005.00,"5005 00 Yarn spun from silk waste, not put up for retail sale",Yarn spun from silk waste (excl. that put up for retail sale)
http://data.europa.eu/xsp/cn2024/500600000080,5006.00,"5006 00 Silk yarn and yarn spun from silk waste, put up for retail sale; silkworm gut","Silk yarn and yarn spun from silk waste, put up for retail sale; silkworm gut"
http://data.europa.eu/xsp/cn2024/500710000080,5007.10,5007 10 00 - Fabrics of noil silk,Woven fabrics of noil silk
http://data.europa.eu/xsp/cn2024/500720000080,5007.20,"5007 20 - Other fabrics, containing 85 % or more by weight of silk or of silk waste other than noil silk",Woven fabrics containing >= 85% silk or schappe by weight
http://data.europa.eu/xsp/cn2024/500790000080,5007.90,5007 90 - Other fabrics,"Woven fabrics containing predominantly, but < 85% silk or silk waste by weight"
http://data.europa.eu/xsp/cn2024/510111000080,5101.11,5101 11 00 -- Shorn wool,"Greasy shorn wool, incl. fleece-washed wool, neither carded nor combed"
http://data.europa.eu/xsp/cn2024/510119000080,5101.19,5101 19 00 -- Other,"Greasy wool, incl. fleece-washed wool, neither carded nor combed (excl. shorn wool)"
http://data.europa.eu/xsp/cn2024/510121000080,5101.21,5101 21 00 -- Shorn wool,"Shorn wool, degreased, non-carbonised, neither carded nor combed"
http://data.europa.eu/xsp/cn2024/510129000080,5101.29,5101 29 00 -- Other,"Degreased wool, non-carbonised, neither carded nor combed (excl. shorn wool)"
http://data.europa.eu/xsp/cn2024/510130000080,5101.30,5101 30 00 - Carbonised,"Carbonised wool, neither carded nor combed"
http://data.europa.eu/xsp/cn2024/510211000080,5102.11,5102 11 00 -- Of Kashmir (cashmere) goats,"Hair of Kashmir ""cashmere"" goats, neither carded nor combed"
http://data.europa.eu/xsp/cn2024/510219000080,5102.19,5102 19 -- Other,"Fine animal hair, neither carded nor combed (excl. wool and hair of Kashmir ""cashmere"" goats)"
http://data.europa.eu/xsp/cn2024/510220000080,5102.20,5102 20 00 - Coarse animal hair,"Coarse animal hair, neither carded nor combed (excl. wool, hair and bristles used in the manufacture of brooms and brushes, and horsehair from the mane or tail)"
http://data.europa.eu/xsp/cn2024/510310000080,5103.10,5103 10 - Noils of wool or of fine animal hair,Noils of wool or of fine animal hair (excl. garnetted stock)
http://data.europa.eu/xsp/cn2024/510320000080,5103.20,5103 20 00 - Other waste of wool or of fine animal hair,"Waste of wool or of fine animal hair, incl. yarn waste (excl. noils and garnetted stock)"
http://data.europa.eu/xsp/cn2024/510330000080,5103.30,5103 30 00 - Waste of coarse animal hair,"Waste of coarse animal hair, incl. yarn waste (excl. garnetted stock, waste of hair or bristles used in the manufacture of brooms and brushes, and of horsehair from the mane or tail)"
http://data.europa.eu/xsp/cn2024/510400000080,5104.00,5104 00 00 Garnetted stock of wool or of fine or coarse animal hair,"Garnetted stock of wool or of fine or coarse animal hair, neither carded nor combed"
http://data.europa.eu/xsp/cn2024/510510000080,5105.10,5105 10 00 - Carded wool,"Wool, carded"
http://data.europa.eu/xsp/cn2024/510521000080,5105.21,5105 21 00 -- Combed wool in fragments,"Wool, combed, in fragments ""open tops"""
http://data.europa.eu/xsp/cn2024/510529000080,5105.29,5105 29 00 -- Other,"Wool, combed (excl. that in fragments ""open tops"")"
http://data.europa.eu/xsp/cn2024/510531000080,5105.31,5105 31 00 -- Of Kashmir (cashmere) goats,"Hair of Kashmir ""cashmere"" goats, carded or combed"
http://data.europa.eu/xsp/cn2024/510539000080,5105.39,5105 39 00 -- Other,"Fine animal hair, carded or combed (excl. wool and hair of Kashmir ""cashmere"" goats)"
http://data.europa.eu/xsp/cn2024/510540000080,5105.40,"5105 40 00 - Coarse animal hair, carded or combed","Coarse animal hair, carded or combed"
http://data.europa.eu/xsp/cn2024/510610000080,5106.10,5106 10 - Containing 85 % or more by weight of wool,Carded wool yarn containing >= 85% wool by weight (excl. that put up for retail sale)
http://data.europa.eu/xsp/cn2024/510620000080,5106.20,5106 20 - Containing less than 85 % by weight of wool,"Carded wool yarn containing predominantly, but < 85% wool by weight (excl. that put up for retail sale)"
http://data.europa.eu/xsp/cn2024/510710000080,5107.10,5107 10 - Containing 85 % or more by weight of wool,Yarn of combed wool containing >= 85% wool by weight (excl. that put up for retail sale)
http://data.europa.eu/xsp/cn2024/510720000080,5107.20,5107 20 - Containing less than 85 % by weight of wool,"Yarn of combed wool containing predominantly, but < 85% wool by weight (excl. that put up for retail sale)"
http://data.europa.eu/xsp/cn2024/510810000080,5108.10,5108 10 - Carded,Carded yarn of fine animal hair (excl. that of wool or that put up for retail sale)
http://data.europa.eu/xsp/cn2024/510820000080,5108.20,5108 20 - Combed,Combed yarn of fine animal hair (excl. that of wool and that put up for retail sale)
http://data.europa.eu/xsp/cn2024/510910000080,5109.10,5109 10 - Containing 85 % or more by weight of wool or of fine animal hair,"Yarn containing >= 85% wool or fine animal hair by weight, put up for retail sale"
http://data.europa.eu/xsp/cn2024/510990000080,5109.90,5109 90 00 - Other,"Yarn containing predominantly, but < 85% wool or fine animal hair by weight, put up for retail sale"
http://data.europa.eu/xsp/cn2024/511000000080,5110.00,"5110 00 00 Yarn of coarse animal hair or of horsehair (including gimped horsehair yarn), whether or not put up for retail sale","Yarn of coarse animal hair or of horsehair, incl. gimped horsehair yarn, whether or not put up for retail sale (excl. horsehair and yarn not joined together)"
http://data.europa.eu/xsp/cn2024/511111000080,5111.11,5111 11 00 -- Of a weight not exceeding 300 g/m²,Woven fabrics containing >= 85% carded wool or carded fine animal hair by weight and weighing <= 300 g/m²
http://data.europa.eu/xsp/cn2024/511119000080,5111.19,5111 19 00 -- Other,Woven fabrics containing >= 85% carded wool or carded fine animal hair by weight and weighing > 300 g/m² (excl. fabrics for technical uses specificed in heading 5911)
http://data.europa.eu/xsp/cn2024/511120000080,5111.20,"5111 20 00 - Other, mixed mainly or solely with man-made filaments","Woven fabrics containing predominantly, but < 85% carded wool or carded fine animal hair by weight, mixed principally or solely with synthetic or artificial filaments"
http://data.europa.eu/xsp/cn2024/511130000080,5111.30,"5111 30 - Other, mixed mainly or solely with man-made staple fibres","Woven fabrics containing predominantly, but < 85% carded wool or carded fine animal hair by weight, mixed principally or solely with synthetic or artificial staple fibres"
http://data.europa.eu/xsp/cn2024/511190000080,5111.90,5111 90 - Other,"Woven fabrics containing predominantly, but < 85% carded wool or carded fine animal hair by weight (excl. those mixed principally or solely with synthetic or artificial filaments or staple fibres)"
http://data.europa.eu/xsp/cn2024/511211000080,5112.11,5112 11 00 -- Of a weight not exceeding 200 g/m²,Woven fabrics containing >= 85% combed wool or combed fine animal hair by weight and weighing <= 200 g/m² (excl. fabrics for technical uses of heading 5911)
http://data.europa.eu/xsp/cn2024/511219000080,5112.19,5112 19 00 -- Other,Woven fabrics containing >= 85% combed wool or combed fine animal hair by weight and weighing > 200 g/m²
http://data.europa.eu/xsp/cn2024/511220000080,5112.20,"5112 20 00 - Other, mixed mainly or solely with man-made filaments","Woven fabrics containing predominantly, but < 85% combed wool or combed fine animal hair by weight, mixed principally or solely with synthetic or artificial filaments (excl. fabrics for technical uses of heading 5911)"
http://data.europa.eu/xsp/cn2024/511230000080,5112.30,"5112 30 - Other, mixed mainly or solely with man-made staple fibres","Woven fabrics containing predominantly, but < 85% combed wool or combed fine animal hair by weight, mixed principally or solely with synthetic or artificial staple fibres (excl. fabrics for technical uses of heading 5911)"
http://data.europa.eu/xsp/cn2024/511290000080,5112.90,5112 90 - Other,"Woven fabrics containing predominantly, but < 85% combed wool or combed fine animal hair by weight (excl. those mixed principally or solely with synthetic or artificial filaments or staple fibres and fabrics for technical uses of heading 5911)"
http://data.europa.eu/xsp/cn2024/511300000080,5113.00,5113 00 00 Woven fabrics of coarse animal hair or of horsehair,Woven fabrics of coarse animal hair or of horsehair (excl. fabrics for technical uses of heading 5911)
http://data.europa.eu/xsp/cn2024/520100000080,5201.00,"5201 00 Cotton, not carded or combed","Cotton, neither carded nor combed"
http://data.europa.eu/xsp/cn2024/520210000080,5202.10,5202 10 00 - Yarn waste (including thread waste),"Cotton yarn waste, incl. thread waste"
http://data.europa.eu/xsp/cn2024/520291000080,5202.91,5202 91 00 -- Garnetted stock,Garnetted stock of cotton
http://data.europa.eu/xsp/cn2024/520299000080,5202.99,5202 99 00 -- Other,"Cotton waste (excl. yarn waste, thread waste and garnetted stock)"
http://data.europa.eu/xsp/cn2024/520300000080,5203.00,"5203 00 00 Cotton, carded or combed","Cotton, carded or combed"
http://data.europa.eu/xsp/cn2024/520411000080,5204.11,5204 11 00 -- Containing 85 % or more by weight of cotton,"Sewing thread, containing >= 85% cotton by weight (excl. that put up for retail sale)"
http://data.europa.eu/xsp/cn2024/520419000080,5204.19,5204 19 00 -- Other,"Sewing thread, containing predominantly, but < 85% cotton by weight (excl. that put up for retail sale)"
http://data.europa.eu/xsp/cn2024/520420000080,5204.20,5204 20 00 - Put up for retail sale,"Cotton sewing thread, put up for retail sale"
http://data.europa.eu/xsp/cn2024/520511000080,5205.11,"5205 11 00 -- Measuring 714,29 decitex or more (not exceeding 14 metric number)","Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear density of >= 714,29 decitex ""<= MN 14"" (excl. sewing thread and yarn put up for retail sale)"
http://data.europa.eu/xsp/cn2024/520512000080,5205.12,"5205 12 00 -- Measuring less than 714,29 decitex but not less than 232,56 decitex (exceeding 14 metric number but not exceeding 43 metric number)","Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear density of 232,56 decitex to < 714,29 decitex ""> MN 14 to MN 43"" (excl. sewing thread and yarn put up for retail sale)"
http://data.europa.eu/xsp/cn2024/520513000080,5205.13,"5205 13 00 -- Measuring less than 232,56 decitex but not less than 192,31 decitex (exceeding 43 metric number but not exceeding 52 metric number)","Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear density of 192,31 decitex to < 232,56 decitex ""> MN 43 to MN 52"" (excl. sewing thread and yarn put up for retail sale)"
http://data.europa.eu/xsp/cn2024/520514000080,5205.14,"5205 14 00 -- Measuring less than 192,31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number)","Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear density of 125 decitex to < 192,31 decitex ""> MN 52 to MN 80"" (excl. sewing thread and yarn put up for retail sale)"
http://data.europa.eu/xsp/cn2024/520515000080,5205.15,5205 15 -- Measuring less than 125 decitex (exceeding 80 metric number),"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear density of < 125 decitex ""> MN 80"" (excl. sewing thread and yarn put up for retail sale)"
http://data.europa.eu/xsp/cn2024/520521000080,5205.21,"5205 21 00 -- Measuring 714,29 decitex or more (not exceeding 14 metric number)","Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear density of >= 714,29 decitex ""<= MN 14"" (excl. sewing thread and yarn put up for retail sale)"
http://data.europa.eu/xsp/cn2024/520522000080,5205.22,"5205 22 00 -- Measuring less than 714,29 decitex but not less than 232,56 decitex (exceeding 14 metric number but not exceeding 43 metric number)","Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear density of 232,56 decitex to < 714,29 decitex ""> MN 14 to MN 43"" (excl. sewing thread and yarn put up for retail sale)"
http://data.europa.eu/xsp/cn2024/520523000080,5205.23,"5205 23 00 -- Measuring less than 232,56 decitex but not less than 192,31 decitex (exceeding 43 metric number but not exceeding 52 metric number)","Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear density of 192,31 decitex to < 232,56 decitex ""> MN 43 to MN 52"" (excl. sewing thread and yarn put up for retail sale)"
http://data.europa.eu/xsp/cn2024/520524000080,5205.24,"5205 24 00 -- Measuring less than 192,31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number)","Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear density of 125 decitex to < 192,31 decitex ""> MN 52 to MN 80"" (excl. sewing thread and yarn put up for retail sale)"
http://data.europa.eu/xsp/cn2024/520526000080,5205.26,"5205 26 00 -- Measuring less than 125 decitex but not less than 106,38 decitex (exceeding 80 metric number but not exceeding 94 metric number)","Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear density of 106,38 decitex to < 125 decitex ""> MN 80 to MN 94"" (excl. sewing thread and yarn put up for retail sale)"
http://data.europa.eu/xsp/cn2024/520527000080,5205.27,"5205 27 00 -- Measuring less than 106,38 decitex but not less than 83,33 decitex (exceeding 94 metric number but not exceeding 120 metric number)","Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear density of 83,33 decitex to < 106,38 decitex ""> MN 94 to MN 120"" (excl. sewing thread and yarn put up for retail sale)"
http://data.europa.eu/xsp/cn2024/520528000080,5205.28,"5205 28 00 -- Measuring less than 83,33 decitex (exceeding 120 metric number)","Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear density of < 83,33 decitex ""> MN 120"" (excl. sewing thread and yarn put up for retail sale)"
http://data.europa.eu/xsp/cn2024/520531000080,5205.31,"5205 31 00 -- Measuring per single yarn 714,29 decitex or more (not exceeding 14 metric number per single yarn)","Multiple ""folded"" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear density of >= 714,29 decitex ""<= MN 14"" per single yarn (excl. sewing thread and yarn put up for retail sale)"
http://data.europa.eu/xsp/cn2024/520532000080,5205.32,"5205 32 00 -- Measuring per single yarn less than 714,29 decitex but not less than 232,56 decitex (exceeding 14 metric number but not exceeding 43 metric number per single yarn)","Multiple ""folded"" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear density of 232,56 decitex to < 714,29 decitex ""> MN 14 to MN 43"" per single yarn (excl. sewing thread and yarn put up for retail sale)"
http://data.europa.eu/xsp/cn2024/520533000080,5205.33,"5205 33 00 -- Measuring per single yarn less than 232,56 decitex but not less than 192,31 decitex (exceeding 43 metric number but not exceeding 52 metric number per single yarn)","Multiple ""folded"" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear density of 192,31 decitex to < 232,56 decitex ""> MN 43 to MN 52"" per single yarn (excl. sewing thread and yarn put up for retail sale)"
http://data.europa.eu/xsp/cn2024/520534000080,5205.34,"5205 34 00 -- Measuring per single yarn less than 192,31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number per single yarn)","Multiple ""folded"" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear density of 125 decitex to < 192,31 decitex ""> MN 52 to MN 80"" per single yarn (excl. sewing thread and yarn put up for retail sale)"
http://data.europa.eu/xsp/cn2024/520535000080,5205.35,5205 35 00 -- Measuring per single yarn less than 125 decitex (exceeding 80 metric number per single yarn),"Multiple ""folded"" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear density of < 125 decitex ""> MN 80"" per single yarn (excl. sewing thread and yarn put up for retail sale)"
http://data.europa.eu/xsp/cn2024/520541000080,5205.41,"5205 41 00 -- Measuring per single yarn 714,29 decitex or more (not exceeding 14 metric number per single yarn)","Multiple ""folded"" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear density of >= 714,29 decitex ""<= MN 14"" per single yarn (excl. sewing thread and yarn put up for retail sale)"
http://data.europa.eu/xsp/cn2024/520542000080,5205.42,"5205 42 00 -- Measuring per single yarn less than 714,29 decitex but not less than 232,56 decitex (exceeding 14 metric number but not exceeding 43 metric number per single yarn)","Multiple ""folded"" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear density of 232,56 decitex to < 714,29 decitex ""> MN 14 to MN 43"" per single yarn (excl. sewing thread and yarn put up for retail sale)"
http://data.europa.eu/xsp/cn2024/520543000080,5205.43,"5205 43 00 -- Measuring per single yarn less than 232,56 decitex but not less than 192,31 decitex (exceeding 43 metric number but not exceeding 52 metric number per single yarn)","Multiple ""folded"" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear density of 192,31 decitex to < 232,56 decitex ""> MN 43 to MN 52"" per single yarn (excl. sewing thread and yarn put up for retail sale)"
http://data.europa.eu/xsp/cn2024/520544000080,5205.44,"5205 44 00 -- Measuring per single yarn less than 192,31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number per single yarn)","Multiple ""folded"" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear density of 125 decitex to < 192,31 decitex ""> MN 52 to MN 80"" per single yarn (excl. sewing thread and yarn put up for retail sale)"
http://data.europa.eu/xsp/cn2024/520546000080,5205.46,"5205 46 00 -- Measuring per single yarn less than 125 decitex but not less than 106,38 decitex (exceeding 80 metric number but not exceeding 94 metric number per single yarn)","Multiple ""folded"" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear density of 106,38 decitex to < 125 decitex ""> MN 80 to MN 94"" per single yarn (excl. sewing thread and yarn put up for retail sale)"
http://data.europa.eu/xsp/cn2024/520547000080,5205.47,"5205 47 00 -- Measuring per single yarn less than 106,38 decitex but not less than 83,33 decitex (exceeding 94 metric number but not exceeding 120 metric number per single yarn)","Multiple ""folded"" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear density of 83,33 decitex to < 106,38 decitex ""> MN 94 to MN 120"" per single yarn (excl. sewing thread and yarn put up for retail sale)"
http://data.europa.eu/xsp/cn2024/520548000080,5205.48,"5205 48 00 -- Measuring per single yarn less than 83,33 decitex (exceeding 120 metric number per single yarn)","Multiple ""folded"" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear density of < 83,33 decitex ""> MN 120"" per single yarn (excl. sewing thread and yarn put up for retail sale)"
http://data.europa.eu/xsp/cn2024/520611000080,5206.11,"5206 11 00 -- Measuring 714,29 decitex or more (not exceeding 14 metric number)","Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres and with a linear density of >= 714,29 decitex ""<= MN 14"" (excl. sewing thread and yarn put up for retail sale)"
http://data.europa.eu/xsp/cn2024/520612000080,5206.12,"5206 12 00 -- Measuring less than 714,29 decitex but not less than 232,56 decitex (exceeding 14 metric number but not exceeding 43 metric number)","Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres and with a linear density of 232,56 decitex to < 714,29 decitex ""> MN 14 to MN 43"" (excl. sewing thread and yarn put up for retail sale)"
http://data.europa.eu/xsp/cn2024/520613000080,5206.13,"5206 13 00 -- Measuring less than 232,56 decitex but not less than 192,31 decitex (exceeding 43 metric number but not exceeding 52 metric number)","Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres and with a linear density of 192,31 decitex to < 232,56 decitex ""> MN 43 to MN 52"" (excl. sewing thread and yarn put up for retail sale)"
http://data.europa.eu/xsp/cn2024/520614000080,5206.14,"5206 14 00 -- Measuring less than 192,31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number)","Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres and with a linear density of 125 decitex to < 192,31 decitex ""> MN 52 to MN 80"" (excl. sewing thread and yarn put up for retail sale)"
http://data.europa.eu/xsp/cn2024/520615000080,5206.15,5206 15 00 -- Measuring less than 125 decitex (exceeding 80 metric number),"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres and with a linear density of < 125 decitex ""> MN 80"" (excl. sewing thread and yarn put up for retail sale)"
http://data.europa.eu/xsp/cn2024/520621000080,5206.21,"5206 21 00 -- Measuring 714,29 decitex or more (not exceeding 14 metric number)","Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres and with a linear density of >= 714,29 decitex ""<= MN 14"" (excl. sewing thread and yarn put up for retail sale)"
http://data.europa.eu/xsp/cn2024/520622000080,5206.22,"5206 22 00 -- Measuring less than 714,29 decitex but not less than 232,56 decitex (exceeding 14 metric number but not exceeding 43 metric number)","Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres and with a linear density of 232,56 decitex to < 714,29 decitex ""> MN 14 to MN 43"" (excl. sewing thread and yarn put up for retail sale)"
http://data.europa.eu/xsp/cn2024/520623000080,5206.23,"5206 23 00 -- Measuring less than 232,56 decitex but not less than 192,31 decitex (exceeding 43 metric number but not exceeding 52 metric number)","Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres and with a linear density of 192,31 decitex to < 232,56 decitex ""> MN 43 to MN 52"" (excl. sewing thread and yarn put up for retail sale)"
http://data.europa.eu/xsp/cn2024/520624000080,5206.24,"5206 24 00 -- Measuring less than 192,31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number)","Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres and with a linear density of 125 decitex to < 192,31 decitex ""> MN 52 to MN 80"" (excl. sewing thread and yarn put up for retail sale)"
http://data.europa.eu/xsp/cn2024/520625000080,5206.25,5206 25 00 -- Measuring less than 125 decitex (exceeding 80 metric number),"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres and with a linear density of < 125 decitex ""> MN 80"" (excl. sewing thread and yarn put up for retail sale)"
http://data.europa.eu/xsp/cn2024/520631000080,5206.31,"5206 31 00 -- Measuring per single yarn 714,29 decitex or more (not exceeding 14 metric number per single yarn)","Multiple ""folded"" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres and with a linear density of >= 714,29 decitex ""<= MN 14"" per single yarn (excl. sewing thread and yarn put up for retail sale)"
http://data.europa.eu/xsp/cn2024/520632000080,5206.32,"5206 32 00 -- Measuring per single yarn less than 714,29 decitex but not less than 232,56 decitex (exceeding 14 metric number but not exceeding 43 metric number per single yarn)","Multiple ""folded"" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres and with a linear density of 232,56 decitex to < 714,29 decitex ""> MN 14 to MN 43"" per single yarn (excl. sewing thread and yarn put up for retail sale)"
http://data.europa.eu/xsp/cn2024/520633000080,5206.33,"5206 33 00 -- Measuring per single yarn less than 232,56 decitex but not less than 192,31 decitex (exceeding 43 metric number but not exceeding 52 metric number per single yarn)","Multiple ""folded"" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres and with a linear density of 192,31 decitex to < 232,56 decitex ""> MN 43 to MN 52"" per single yarn (excl. sewing thread and yarn put up for retail sale)"
http://data.europa.eu/xsp/cn2024/520634000080,5206.34,"5206 34 00 -- Measuring per single yarn less than 192,31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number per single yarn)","Multiple ""folded"" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres and with a linear density of 125 decitex to < 192,31 decitex ""> MN 52 to MN 80"" per single yarn (excl. sewing thread and yarn put up for retail sale)"
http://data.europa.eu/xsp/cn2024/520635000080,5206.35,5206 35 00 -- Measuring per single yarn less than 125 decitex (exceeding 80 metric number per single yarn),"Multiple ""folded"" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres and with a linear density of < 125 decitex ""> MN 80"" per single yarn (excl. sewing thread and yarn put up for retail sale)"
http://data.europa.eu/xsp/cn2024/520641000080,5206.41,"5206 41 00 -- Measuring per single yarn 714,29 decitex or more (not exceeding 14 metric number per single yarn)","Multiple ""folded"" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres and with a linear density of >= 714,29 decitex ""< MN 14"" per single yarn (excl. sewing thread and yarn put up for retail sale)"
http://data.europa.eu/xsp/cn2024/520642000080,5206.42,"5206 42 00 -- Measuring per single yarn less than 714,29 decitex but not less than 232,56 decitex (exceeding 14 metric number but not exceeding 43 metric number per single yarn)","Multiple ""folded"" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres and with a linear density of 232,56 decitex to < 714,29 decitex ""> MN 14 to MN 43"" per single yarn (excl. sewing thread and yarn put up for retail sale)"
http://data.europa.eu/xsp/cn2024/520643000080,5206.43,"5206 43 00 -- Measuring per single yarn less than 232,56 decitex but not less than 192,31 decitex (exceeding 43 metric number but not exceeding 52 metric number per single yarn)","Multiple ""folded"" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres and with a linear density of 192,31 decitex to < 232,56 decitex ""> MN 43 to MN 52"" per single yarn (excl. sewing thread and yarn put up for retail sale)"
